InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,date,Total,recency,Frequency,Monetary,r_quantile,f_quantile,m_quantile,rfm_quantile,Segmentation,target
537192,22633,HAND WARMER UNION JACK,2,12/05/2010 13:42,2.1,16402,United Kingdom,05/12/2010 13:42,4.2,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22865,HAND WARMER OWL DESIGN,1,12/05/2010 13:42,2.1,16402,United Kingdom,05/12/2010 13:42,2.1,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22867,HAND WARMER BIRD DESIGN,2,12/05/2010 13:42,2.1,16402,United Kingdom,05/12/2010 13:42,4.2,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22808,SET OF 6 T-LIGHTS EASTER CHICKS,1,12/05/2010 13:42,2.95,16402,United Kingdom,05/12/2010 13:42,2.95,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",1,12/05/2010 13:42,6.75,16402,United Kingdom,05/12/2010 13:42,6.75,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,20702,PINK PADDED MOBILE,1,12/05/2010 13:42,4.25,16402,United Kingdom,05/12/2010 13:42,4.25,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22094,RED RETROSPOT TISSUE BOX,2,12/05/2010 13:42,1.25,16402,United Kingdom,05/12/2010 13:42,2.5,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,85187,S/12 MINI RABBIT EASTER,1,12/05/2010 13:42,1.65,16402,United Kingdom,05/12/2010 13:42,1.65,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22667,RECIPE BOX RETROSPOT ,1,12/05/2010 13:42,2.95,16402,United Kingdom,05/12/2010 13:42,2.95,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,12/05/2010 13:42,2.95,16402,United Kingdom,05/12/2010 13:42,2.95,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22358,KINGS CHOICE TEA CADDY ,1,12/05/2010 13:42,2.95,16402,United Kingdom,05/12/2010 13:42,2.95,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22386,JUMBO BAG PINK POLKADOT,1,12/05/2010 13:42,1.95,16402,United Kingdom,05/12/2010 13:42,1.95,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22962,JAM JAR WITH PINK LID,6,12/05/2010 13:42,0.85,16402,United Kingdom,05/12/2010 13:42,5.1,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22963,JAM JAR WITH GREEN LID,6,12/05/2010 13:42,0.85,16402,United Kingdom,05/12/2010 13:42,5.1,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22969,HOMEMADE JAM SCENTED CANDLES,12,12/05/2010 13:42,1.45,16402,United Kingdom,05/12/2010 13:42,17.4,264,2,299.6,1,2,1,121,Lost Customer,Churn
537192,22961,JAM MAKING SET PRINTED,4,12/05/2010 13:42,1.45,16402,United Kingdom,05/12/2010 13:42,5.8,264,2,299.6,1,2,1,121,Lost Customer,Churn
547056,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,3/20/2011 12:25,3.95,16402,United Kingdom,20/03/2011 12:25,15.8,264,2,299.6,1,2,1,121,Lost Customer,Churn
547056,22969,HOMEMADE JAM SCENTED CANDLES,36,3/20/2011 12:25,1.45,16402,United Kingdom,20/03/2011 12:25,52.2,264,2,299.6,1,2,1,121,Lost Customer,Churn
547056,47566,PARTY BUNTING,4,3/20/2011 12:25,4.95,16402,United Kingdom,20/03/2011 12:25,19.8,264,2,299.6,1,2,1,121,Lost Customer,Churn
537199,22810,SET OF 6 T-LIGHTS SNOWMEN,6,12/05/2010 14:06,2.95,15894,United Kingdom,05/12/2010 14:06,17.7,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22809,SET OF 6 T-LIGHTS SANTA,6,12/05/2010 14:06,2.95,15894,United Kingdom,05/12/2010 14:06,17.7,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,20711,JUMBO BAG TOYS ,1,12/05/2010 14:06,1.95,15894,United Kingdom,05/12/2010 14:06,1.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22818,CARD CHRISTMAS VILLAGE,12,12/05/2010 14:06,0.42,15894,United Kingdom,05/12/2010 14:06,5.04,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22816,CARD MOTORBIKE SANTA,12,12/05/2010 14:06,0.42,15894,United Kingdom,05/12/2010 14:06,5.04,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,21849,SILVER DIAMANTE PEN IN GIFT BOX,1,12/05/2010 14:06,4.95,15894,United Kingdom,05/12/2010 14:06,4.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22417,PACK OF 60 SPACEBOY CAKE CASES,1,12/05/2010 14:06,0.55,15894,United Kingdom,05/12/2010 14:06,0.55,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22866,HAND WARMER SCOTTY DOG DESIGN,3,12/05/2010 14:06,2.1,15894,United Kingdom,05/12/2010 14:06,6.3,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22585,PACK OF 6 BIRDY GIFT TAGS,2,12/05/2010 14:06,1.25,15894,United Kingdom,05/12/2010 14:06,2.5,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22158,3 HEARTS HANGING DECORATION RUSTIC,1,12/05/2010 14:06,2.95,15894,United Kingdom,05/12/2010 14:06,2.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22156,HEART DECORATION WITH PEARLS ,1,12/05/2010 14:06,0.85,15894,United Kingdom,05/12/2010 14:06,0.85,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,12/05/2010 14:06,1.25,15894,United Kingdom,05/12/2010 14:06,1.25,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,84991,60 TEATIME FAIRY CAKE CASES,1,12/05/2010 14:06,0.55,15894,United Kingdom,05/12/2010 14:06,0.55,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1,12/05/2010 14:06,1.25,15894,United Kingdom,05/12/2010 14:06,1.25,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,21849,SILVER DIAMANTE PEN IN GIFT BOX,4,12/05/2010 14:06,4.95,15894,United Kingdom,05/12/2010 14:06,19.8,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,21034,REX CASH+CARRY JUMBO SHOPPER,1,12/05/2010 14:06,0.95,15894,United Kingdom,05/12/2010 14:06,0.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,12/05/2010 14:06,4.95,15894,United Kingdom,05/12/2010 14:06,4.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,84991,60 TEATIME FAIRY CAKE CASES,1,12/05/2010 14:06,0.55,15894,United Kingdom,05/12/2010 14:06,0.55,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22616,PACK OF 12 LONDON TISSUES ,12,12/05/2010 14:06,0.29,15894,United Kingdom,05/12/2010 14:06,3.48,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22482,BLUE TEA TOWEL CLASSIC DESIGN,2,12/05/2010 14:06,1.25,15894,United Kingdom,05/12/2010 14:06,2.5,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,M,Manual,1,12/05/2010 14:06,0.65,15894,United Kingdom,05/12/2010 14:06,0.65,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,21811,CHRISTMAS HANGING HEART WITH BELL,1,12/05/2010 14:06,1.25,15894,United Kingdom,05/12/2010 14:06,1.25,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22156,HEART DECORATION WITH PEARLS ,1,12/05/2010 14:06,0.85,15894,United Kingdom,05/12/2010 14:06,0.85,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,21820,GLITTER HEART GARLAND WITH BELLS ,2,12/05/2010 14:06,3.75,15894,United Kingdom,05/12/2010 14:06,7.5,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22197,SMALL POPCORN HOLDER,1,12/05/2010 14:06,0.85,15894,United Kingdom,05/12/2010 14:06,0.85,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,21034,REX CASH+CARRY JUMBO SHOPPER,1,12/05/2010 14:06,0.95,15894,United Kingdom,05/12/2010 14:06,0.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,37509,NEW ENGLAND MUG W GIFT BOX,1,12/05/2010 14:06,2.55,15894,United Kingdom,05/12/2010 14:06,2.55,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22633,HAND WARMER UNION JACK,1,12/05/2010 14:06,2.1,15894,United Kingdom,05/12/2010 14:06,2.1,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22866,HAND WARMER SCOTTY DOG DESIGN,1,12/05/2010 14:06,2.1,15894,United Kingdom,05/12/2010 14:06,2.1,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,12/05/2010 14:06,1.65,15894,United Kingdom,05/12/2010 14:06,1.65,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,21212,PACK OF 72 RETROSPOT CAKE CASES,3,12/05/2010 14:06,0.55,15894,United Kingdom,05/12/2010 14:06,1.65,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22030,SWALLOWS GREETING CARD,12,12/05/2010 14:06,0.42,15894,United Kingdom,05/12/2010 14:06,5.04,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22443,GROW YOUR OWN HERBS SET OF 3,1,12/05/2010 14:06,7.95,15894,United Kingdom,05/12/2010 14:06,7.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,82616B,FRAPPUCINO SCARF KNITTING KIT,1,12/05/2010 14:06,2.95,15894,United Kingdom,05/12/2010 14:06,2.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,84247G,"DECOUPAGE,GREETING CARD,",12,12/05/2010 14:06,0.42,15894,United Kingdom,05/12/2010 14:06,5.04,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,82616B,FRAPPUCINO SCARF KNITTING KIT,1,12/05/2010 14:06,2.95,15894,United Kingdom,05/12/2010 14:06,2.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,22174,PHOTO CUBE,3,12/05/2010 14:06,1.65,15894,United Kingdom,05/12/2010 14:06,4.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
537199,85174,S/4 CACTI CANDLES,1,12/05/2010 14:06,4.95,15894,United Kingdom,05/12/2010 14:06,4.95,252,2,263.55,1,2,1,121,Lost Customer,Churn
548501,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,18,3/31/2011 13:50,0.42,15894,United Kingdom,31/03/2011 13:50,7.56,252,2,263.55,1,2,1,121,Lost Customer,Churn
548501,23077,DOUGHNUT LIP GLOSS ,20,3/31/2011 13:50,1.25,15894,United Kingdom,31/03/2011 13:50,25,252,2,263.55,1,2,1,121,Lost Customer,Churn
548501,22138,BAKING SET 9 PIECE RETROSPOT ,15,3/31/2011 13:50,4.95,15894,United Kingdom,31/03/2011 13:50,74.25,252,2,263.55,1,2,1,121,Lost Customer,Churn
537257,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,12/06/2010 11:10,2.95,17691,United Kingdom,06/12/2010 11:10,17.7,357,2,290.4,1,2,1,121,Lost Customer,Churn
537257,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,12/06/2010 11:10,2.95,17691,United Kingdom,06/12/2010 11:10,17.7,357,2,290.4,1,2,1,121,Lost Customer,Churn
537257,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,2,12/06/2010 11:10,6.35,17691,United Kingdom,06/12/2010 11:10,12.7,357,2,290.4,1,2,1,121,Lost Customer,Churn
537257,20897,VINTAGE NOTEBOOK PARIS DAYS,6,12/06/2010 11:10,2.95,17691,United Kingdom,06/12/2010 11:10,17.7,357,2,290.4,1,2,1,121,Lost Customer,Churn
537257,20749,ASSORTED COLOUR MINI CASES,2,12/06/2010 11:10,7.95,17691,United Kingdom,06/12/2010 11:10,15.9,357,2,290.4,1,2,1,121,Lost Customer,Churn
537257,22961,JAM MAKING SET PRINTED,12,12/06/2010 11:10,1.45,17691,United Kingdom,06/12/2010 11:10,17.4,357,2,290.4,1,2,1,121,Lost Customer,Churn
537257,21114,LAVENDER SCENTED FABRIC HEART,10,12/06/2010 11:10,1.25,17691,United Kingdom,06/12/2010 11:10,12.5,357,2,290.4,1,2,1,121,Lost Customer,Churn
537257,84744,S/6 SEW ON CROCHET FLOWERS,12,12/06/2010 11:10,1.25,17691,United Kingdom,06/12/2010 11:10,15,357,2,290.4,1,2,1,121,Lost Customer,Churn
537257,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,12/06/2010 11:10,7.95,17691,United Kingdom,06/12/2010 11:10,15.9,357,2,290.4,1,2,1,121,Lost Customer,Churn
539297,21314,SMALL GLASS HEART TRINKET POT,8,12/16/2010 17:20,2.1,17691,United Kingdom,16/12/2010 17:20,16.8,357,2,290.4,1,2,1,121,Lost Customer,Churn
539297,84978,HANGING HEART JAR T-LIGHT HOLDER,12,12/16/2010 17:20,1.25,17691,United Kingdom,16/12/2010 17:20,15,357,2,290.4,1,2,1,121,Lost Customer,Churn
539297,21485,RETROSPOT HEART HOT WATER BOTTLE,3,12/16/2010 17:20,4.95,17691,United Kingdom,16/12/2010 17:20,14.85,357,2,290.4,1,2,1,121,Lost Customer,Churn
539297,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,12/16/2010 17:20,7.95,17691,United Kingdom,16/12/2010 17:20,15.9,357,2,290.4,1,2,1,121,Lost Customer,Churn
539297,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,12/16/2010 17:20,0.85,17691,United Kingdom,16/12/2010 17:20,10.2,357,2,290.4,1,2,1,121,Lost Customer,Churn
539297,22149,FELTCRAFT 6 FLOWER FRIENDS,6,12/16/2010 17:20,2.1,17691,United Kingdom,16/12/2010 17:20,12.6,357,2,290.4,1,2,1,121,Lost Customer,Churn
539297,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12,12/16/2010 17:20,1.25,17691,United Kingdom,16/12/2010 17:20,15,357,2,290.4,1,2,1,121,Lost Customer,Churn
539297,22471,TV DINNER TRAY AIR HOSTESS ,3,12/16/2010 17:20,4.95,17691,United Kingdom,16/12/2010 17:20,14.85,357,2,290.4,1,2,1,121,Lost Customer,Churn
539297,85169A,IVORY LOVE BIRD CANDLE,12,12/16/2010 17:20,1.25,17691,United Kingdom,16/12/2010 17:20,15,357,2,290.4,1,2,1,121,Lost Customer,Churn
539297,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,6,12/16/2010 17:20,2.95,17691,United Kingdom,16/12/2010 17:20,17.7,357,2,290.4,1,2,1,121,Lost Customer,Churn
538208,20749,ASSORTED COLOUR MINI CASES,1,12/10/2010 11:39,7.95,14037,United Kingdom,10/12/2010 11:39,7.95,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,20727,LUNCH BAG  BLACK SKULL.,2,12/10/2010 11:39,1.65,14037,United Kingdom,10/12/2010 11:39,3.3,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,35591T,TURQUOISE CHRISTMAS TREE ,1,12/10/2010 11:39,1.25,14037,United Kingdom,10/12/2010 11:39,1.25,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,21889,WOODEN BOX OF DOMINOES,2,12/10/2010 11:39,1.25,14037,United Kingdom,10/12/2010 11:39,2.5,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22568,FELTCRAFT CUSHION OWL,1,12/10/2010 11:39,3.75,14037,United Kingdom,10/12/2010 11:39,3.75,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,12/10/2010 11:39,3.75,14037,United Kingdom,10/12/2010 11:39,3.75,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,12/10/2010 11:39,3.75,14037,United Kingdom,10/12/2010 11:39,3.75,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,12/10/2010 11:39,3.75,14037,United Kingdom,10/12/2010 11:39,3.75,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22750,FELTCRAFT PRINCESS LOLA DOLL,1,12/10/2010 11:39,3.75,14037,United Kingdom,10/12/2010 11:39,3.75,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22272,FELTCRAFT DOLL MARIA,1,12/10/2010 11:39,2.95,14037,United Kingdom,10/12/2010 11:39,2.95,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22271,FELTCRAFT DOLL ROSIE,1,12/10/2010 11:39,2.95,14037,United Kingdom,10/12/2010 11:39,2.95,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,12/10/2010 11:39,3.75,14037,United Kingdom,10/12/2010 11:39,3.75,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22570,FELTCRAFT CUSHION RABBIT,1,12/10/2010 11:39,3.75,14037,United Kingdom,10/12/2010 11:39,3.75,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22569,FELTCRAFT CUSHION BUTTERFLY,2,12/10/2010 11:39,3.75,14037,United Kingdom,10/12/2010 11:39,7.5,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22940,FELTCRAFT CHRISTMAS FAIRY,1,12/10/2010 11:39,4.25,14037,United Kingdom,10/12/2010 11:39,4.25,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,21888,BINGO SET,1,12/10/2010 11:39,3.75,14037,United Kingdom,10/12/2010 11:39,3.75,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22617,BAKING SET SPACEBOY DESIGN,2,12/10/2010 11:39,4.95,14037,United Kingdom,10/12/2010 11:39,9.9,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,12/10/2010 11:39,4.95,14037,United Kingdom,10/12/2010 11:39,4.95,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,21098,CHRISTMAS TOILET ROLL,1,12/10/2010 11:39,1.25,14037,United Kingdom,10/12/2010 11:39,1.25,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,21826,EIGHT PIECE DINOSAUR SET,3,12/10/2010 11:39,1.25,14037,United Kingdom,10/12/2010 11:39,3.75,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,21485,RETROSPOT HEART HOT WATER BOTTLE,1,12/10/2010 11:39,4.95,14037,United Kingdom,10/12/2010 11:39,4.95,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,21479,WHITE SKULL HOT WATER BOTTLE ,2,12/10/2010 11:39,3.75,14037,United Kingdom,10/12/2010 11:39,7.5,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22111,SCOTTIE DOG HOT WATER BOTTLE,1,12/10/2010 11:39,4.95,14037,United Kingdom,10/12/2010 11:39,4.95,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,21484,CHICK GREY HOT WATER BOTTLE,1,12/10/2010 11:39,3.45,14037,United Kingdom,10/12/2010 11:39,3.45,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,22110,BIRD HOUSE HOT WATER BOTTLE,1,12/10/2010 11:39,2.55,14037,United Kingdom,10/12/2010 11:39,2.55,175,2,147.2,1,2,1,121,Lost Customer,Churn
538208,21481,FAWN BLUE HOT WATER BOTTLE,2,12/10/2010 11:39,2.95,14037,United Kingdom,10/12/2010 11:39,5.9,175,2,147.2,1,2,1,121,Lost Customer,Churn
557038,22271,FELTCRAFT DOLL ROSIE,6,6/16/2011 13:57,2.95,14037,United Kingdom,16/06/2011 13:57,17.7,175,2,147.2,1,2,1,121,Lost Customer,Churn
557038,22274,FELTCRAFT DOLL EMILY,6,6/16/2011 13:57,2.95,14037,United Kingdom,16/06/2011 13:57,17.7,175,2,147.2,1,2,1,121,Lost Customer,Churn
538658,22371,AIRLINE BAG VINTAGE TOKYO 78,1,12/13/2010 15:34,4.25,17969,United Kingdom,13/12/2010 15:34,4.25,165,2,228.2,1,2,1,121,Lost Customer,Churn
538658,17021,NAMASTE SWAGAT INCENSE,6,12/13/2010 15:34,0.3,17969,United Kingdom,13/12/2010 15:34,1.8,165,2,228.2,1,2,1,121,Lost Customer,Churn
538658,21682,LARGE MEDINA STAMPED METAL BOWL ,1,12/13/2010 15:34,4.95,17969,United Kingdom,13/12/2010 15:34,4.95,165,2,228.2,1,2,1,121,Lost Customer,Churn
538658,22745,POPPY'S PLAYHOUSE BEDROOM ,1,12/13/2010 15:34,2.1,17969,United Kingdom,13/12/2010 15:34,2.1,165,2,228.2,1,2,1,121,Lost Customer,Churn
538658,84360,TABLE LAMP WHITE SHADE WOOD BASE,2,12/13/2010 15:34,5.95,17969,United Kingdom,13/12/2010 15:34,11.9,165,2,228.2,1,2,1,121,Lost Customer,Churn
538658,75131,METAL TUBE CHIME ON BAMBOO,60,12/13/2010 15:34,1.25,17969,United Kingdom,13/12/2010 15:34,75,165,2,228.2,1,2,1,121,Lost Customer,Churn
538658,40016,CHINESE DRAGON PAPER LANTERNS,60,12/13/2010 15:34,0.42,17969,United Kingdom,13/12/2010 15:34,25.2,165,2,228.2,1,2,1,121,Lost Customer,Churn
558093,23050,RECYCLED ACAPULCO MAT GREEN,1,6/26/2011 13:00,8.25,17969,United Kingdom,26/06/2011 13:00,8.25,165,2,228.2,1,2,1,121,Lost Customer,Churn
558093,21627,ELEPHANT CARNIVAL POUFFE,2,6/26/2011 13:00,14.95,17969,United Kingdom,26/06/2011 13:00,29.9,165,2,228.2,1,2,1,121,Lost Customer,Churn
558093,21630,FLOOR CUSHION ELEPHANT CARNIVAL,2,6/26/2011 13:00,8.95,17969,United Kingdom,26/06/2011 13:00,17.9,165,2,228.2,1,2,1,121,Lost Customer,Churn
558093,21034,REX CASH+CARRY JUMBO SHOPPER,1,6/26/2011 13:00,0.95,17969,United Kingdom,26/06/2011 13:00,0.95,165,2,228.2,1,2,1,121,Lost Customer,Churn
558093,22752,SET 7 BABUSHKA NESTING BOXES,1,6/26/2011 13:00,8.5,17969,United Kingdom,26/06/2011 13:00,8.5,165,2,228.2,1,2,1,121,Lost Customer,Churn
558093,71053,WHITE METAL LANTERN,8,6/26/2011 13:00,3.75,17969,United Kingdom,26/06/2011 13:00,30,165,2,228.2,1,2,1,121,Lost Customer,Churn
558093,84946,ANTIQUE SILVER T-LIGHT GLASS,6,6/26/2011 13:00,1.25,17969,United Kingdom,26/06/2011 13:00,7.5,165,2,228.2,1,2,1,121,Lost Customer,Churn
538807,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,12/14/2010 12:06,1.65,17194,United Kingdom,14/12/2010 12:06,1.65,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,M,Manual,4,12/14/2010 12:06,0.21,17194,United Kingdom,14/12/2010 12:06,0.84,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,12/14/2010 12:06,2.95,17194,United Kingdom,14/12/2010 12:06,2.95,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,22572,ROCKING HORSE GREEN CHRISTMAS ,2,12/14/2010 12:06,0.85,17194,United Kingdom,14/12/2010 12:06,1.7,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,22576,SWALLOW WOODEN CHRISTMAS DECORATION,1,12/14/2010 12:06,0.85,17194,United Kingdom,14/12/2010 12:06,0.85,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,22585,PACK OF 6 BIRDY GIFT TAGS,20,12/14/2010 12:06,1.25,17194,United Kingdom,14/12/2010 12:06,25,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,20762,GREEN FERN SKETCHBOOK ,1,12/14/2010 12:06,3.75,17194,United Kingdom,14/12/2010 12:06,3.75,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,84247E,PACK/12 XMAS FUN CARD,1,12/14/2010 12:06,2.95,17194,United Kingdom,14/12/2010 12:06,2.95,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,22489,PACK OF 12 TRADITIONAL CRAYONS,1,12/14/2010 12:06,0.42,17194,United Kingdom,14/12/2010 12:06,0.42,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,21441,BLUE BIRDHOUSE DECORATION,1,12/14/2010 12:06,0.85,17194,United Kingdom,14/12/2010 12:06,0.85,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,12/14/2010 12:06,1.65,17194,United Kingdom,14/12/2010 12:06,8.25,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,21442,GREEN BIRDHOUSE DECORATION,1,12/14/2010 12:06,0.85,17194,United Kingdom,14/12/2010 12:06,0.85,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,21802,CHRISTMAS TREE HEART DECORATION,1,12/14/2010 12:06,0.42,17194,United Kingdom,14/12/2010 12:06,0.42,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,21807,WHITE CHRISTMAS STAR DECORATION,1,12/14/2010 12:06,0.42,17194,United Kingdom,14/12/2010 12:06,0.42,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,21801,CHRISTMAS TREE DECORATION WITH BELL,1,12/14/2010 12:06,0.42,17194,United Kingdom,14/12/2010 12:06,0.42,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,12/14/2010 12:06,2.95,17194,United Kingdom,14/12/2010 12:06,2.95,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,21260,FIRST AID TIN,1,12/14/2010 12:06,3.25,17194,United Kingdom,14/12/2010 12:06,3.25,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,22744,MAKE YOUR OWN MONSOON CARD KIT,1,12/14/2010 12:06,2.95,17194,United Kingdom,14/12/2010 12:06,2.95,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,20765,CHRYSANTHEMUM SKETCHBOOK ,1,12/14/2010 12:06,3.75,17194,United Kingdom,14/12/2010 12:06,3.75,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,22752,SET 7 BABUSHKA NESTING BOXES,1,12/14/2010 12:06,8.5,17194,United Kingdom,14/12/2010 12:06,8.5,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,M,Manual,1,12/14/2010 12:06,20,17194,United Kingdom,14/12/2010 12:06,20,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,85232D,SET/3 DECOUPAGE STACKING TINS,1,12/14/2010 12:06,4.95,17194,United Kingdom,14/12/2010 12:06,4.95,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,20750,RED RETROSPOT MINI CASES,5,12/14/2010 12:06,7.95,17194,United Kingdom,14/12/2010 12:06,39.75,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,21258,VICTORIAN SEWING BOX LARGE,1,12/14/2010 12:06,12.75,17194,United Kingdom,14/12/2010 12:06,12.75,273,2,262.62,1,2,1,121,Lost Customer,Churn
538807,22906,12 MESSAGE CARDS WITH ENVELOPES,60,12/14/2010 12:06,1.45,17194,United Kingdom,14/12/2010 12:06,87,273,2,262.62,1,2,1,121,Lost Customer,Churn
